lake,year,ct
nhdhr_91688409,1995,Heavy consumption
nhdhr_91688409,1996,Heavy consumption
nhdhr_91688409,1997,Heavy consumption
nhdhr_91688409,1998,Heavy consumption
nhdhr_91688409,1999,Heavy consumption
nhdhr_91688409,2000,Heavy consumption
nhdhr_91688409,2001,Heavy consumption
nhdhr_91688409,2002,Heavy consumption
nhdhr_91688409,2003,Heavy consumption
nhdhr_91688409,2004,Heavy consumption
nhdhr_91688409,2005,Heavy consumption
nhdhr_91688409,2006,Heavy consumption
nhdhr_91688409,2007,Heavy consumption
nhdhr_91688409,2008,Heavy consumption
nhdhr_91688409,2009,Heavy consumption
nhdhr_91688409,2010,Heavy consumption
nhdhr_91688409,2011,Heavy consumption
nhdhr_91688409,2012,Heavy consumption
nhdhr_91688409,2013,Heavy consumption
nhdhr_91688409,2014,Heavy consumption
nhdhr_91688409,2015,Heavy consumption
nhdhr_91688409,2016,Heavy consumption
nhdhr_91688409,2017,Heavy consumption
nhdhr_91688409,2018,Heavy consumption
nhdhr_91688455,1979,Heavy consumption
nhdhr_91688455,1980,Heavy consumption
nhdhr_91688455,1981,Heavy consumption
nhdhr_91688455,1982,Heavy consumption
nhdhr_91688455,1983,Heavy consumption
nhdhr_91688455,1984,Heavy consumption
nhdhr_91688455,1985,Heavy consumption
nhdhr_91688455,1986,Heavy consumption
nhdhr_91688455,1987,Heavy consumption
nhdhr_91688455,1988,Heavy consumption
nhdhr_91688455,1989,Heavy consumption
nhdhr_91688455,1990,Heavy consumption
nhdhr_91688455,1991,Heavy consumption
nhdhr_91688455,1992,Heavy consumption
nhdhr_91688455,1993,Heavy consumption
nhdhr_91688455,1994,Heavy consumption
nhdhr_91688455,1995,Heavy consumption
nhdhr_91688455,1996,Heavy consumption
nhdhr_91688455,1997,Heavy consumption
nhdhr_91688455,1998,Heavy consumption
nhdhr_91688455,1999,Heavy consumption
nhdhr_91688455,2000,Heavy consumption
nhdhr_91688455,2001,Heavy consumption
nhdhr_91688455,2002,Heavy consumption
nhdhr_91688455,2003,Heavy consumption
nhdhr_91688455,2004,Heavy consumption
nhdhr_91688455,2005,Heavy consumption
nhdhr_91688455,2006,Heavy consumption
nhdhr_91688455,2007,Heavy consumption
nhdhr_91688455,2008,Heavy consumption
nhdhr_91688455,2009,Heavy consumption
nhdhr_91688455,2010,Heavy consumption
nhdhr_91688455,2011,Heavy consumption
nhdhr_91688455,2012,Heavy consumption
nhdhr_91688455,2013,Heavy consumption
nhdhr_91688455,2014,Heavy consumption
nhdhr_91688455,2015,Heavy consumption
nhdhr_91688455,2016,Heavy consumption
nhdhr_91688455,2017,Heavy consumption
nhdhr_91688455,2018,Heavy consumption
nhdhr_91688597,1979,Heavy consumption
nhdhr_91688597,1980,Heavy consumption
nhdhr_91688597,1981,Heavy consumption
nhdhr_91688597,1982,Heavy consumption
nhdhr_91688597,1983,Heavy consumption
nhdhr_91688597,1984,Heavy consumption
nhdhr_91688597,1985,Heavy consumption
nhdhr_91688597,1986,Heavy consumption
nhdhr_91688597,1987,Heavy consumption
nhdhr_91688597,1988,Heavy consumption
nhdhr_91688597,1989,Heavy consumption
nhdhr_91688597,1990,Heavy consumption
nhdhr_91688597,1991,Heavy consumption
nhdhr_91688597,1992,Heavy consumption
nhdhr_91688597,1993,Heavy consumption
nhdhr_91688597,1994,Heavy consumption
nhdhr_91688597,1995,Heavy consumption
nhdhr_91688597,1996,Heavy consumption
nhdhr_91688597,1997,Heavy consumption
nhdhr_91688597,1998,Heavy consumption
nhdhr_91688597,1999,Heavy consumption
nhdhr_91688597,2000,Heavy consumption
nhdhr_91688597,2001,Heavy consumption
nhdhr_91688597,2002,Heavy consumption
nhdhr_91688597,2003,Heavy consumption
nhdhr_91688597,2004,Heavy consumption
nhdhr_91688597,2005,Heavy consumption
nhdhr_91688597,2006,Heavy consumption
nhdhr_91688597,2007,Heavy consumption
nhdhr_91688597,2008,Heavy consumption
nhdhr_91688597,2009,Heavy consumption
nhdhr_91688597,2010,Heavy consumption
nhdhr_91688597,2011,Heavy consumption
nhdhr_91688597,2012,Heavy consumption
nhdhr_91688597,2013,Heavy consumption
nhdhr_91688597,2014,Heavy consumption
nhdhr_91688597,2015,Heavy consumption
nhdhr_91688597,2016,Heavy consumption
nhdhr_91688597,2017,Heavy consumption
nhdhr_91688597,2018,Heavy consumption
nhdhr_91688615,1979,Heavy consumption
nhdhr_91688615,1980,Heavy consumption
nhdhr_91688615,1981,Heavy consumption
nhdhr_91688615,1982,Heavy consumption
nhdhr_91688615,1983,Heavy consumption
nhdhr_91688615,1984,Heavy consumption
nhdhr_91688615,1985,Heavy consumption
nhdhr_91688615,1986,Heavy consumption
nhdhr_91688615,1987,Heavy consumption
nhdhr_91688615,1988,Heavy consumption
nhdhr_91688615,1989,Heavy consumption
nhdhr_91688615,1990,Heavy consumption
nhdhr_91688615,1991,Heavy consumption
nhdhr_91688615,1992,Heavy consumption
nhdhr_91688615,1993,Heavy consumption
nhdhr_91688615,1994,Heavy consumption
nhdhr_91688615,1995,Heavy consumption
nhdhr_91688615,1996,Heavy consumption
nhdhr_91688615,1997,Heavy consumption
nhdhr_91688615,1998,Heavy consumption
nhdhr_91688615,1999,Heavy consumption
nhdhr_91688615,2000,Heavy consumption
nhdhr_91688615,2001,Heavy consumption
nhdhr_91688615,2002,Heavy consumption
nhdhr_91688615,2003,Heavy consumption
nhdhr_91688615,2004,Heavy consumption
nhdhr_91688615,2005,Heavy consumption
nhdhr_91688615,2006,Heavy consumption
nhdhr_91688615,2007,Heavy consumption
nhdhr_91688615,2008,Heavy consumption
nhdhr_91688615,2009,Heavy consumption
nhdhr_91688615,2010,Heavy consumption
nhdhr_91688615,2011,Heavy consumption
nhdhr_91688615,2012,Heavy consumption
nhdhr_91688615,2013,Heavy consumption
nhdhr_91688615,2014,Heavy consumption
nhdhr_91688615,2015,Heavy consumption
nhdhr_91688615,2016,Heavy consumption
nhdhr_91688615,2017,Heavy consumption
nhdhr_91688615,2018,Heavy consumption
nhdhr_91688765,1979,Heavy consumption
nhdhr_91688765,1980,Heavy consumption
nhdhr_91688765,1981,Heavy consumption
nhdhr_91688765,1982,Heavy consumption
nhdhr_91688765,1983,Heavy consumption
nhdhr_91688765,1984,Heavy consumption
nhdhr_91688765,1985,Heavy consumption
nhdhr_91688765,1986,Heavy consumption
nhdhr_91688765,1987,Heavy consumption
nhdhr_91688765,1988,Heavy consumption
nhdhr_91688765,1989,Heavy consumption
nhdhr_91688765,1990,Heavy consumption
nhdhr_91688765,1991,Heavy consumption
nhdhr_91688765,1992,Heavy consumption
nhdhr_91688765,1993,Heavy consumption
nhdhr_91688765,1994,Heavy consumption
nhdhr_91688765,1995,Heavy consumption
nhdhr_91688765,1996,Heavy consumption
nhdhr_91688765,1997,Heavy consumption
nhdhr_91688765,1998,Heavy consumption
nhdhr_91688765,1999,Heavy consumption
nhdhr_91688765,2000,Heavy consumption
nhdhr_91688765,2001,Heavy consumption
nhdhr_91688765,2002,Heavy consumption
nhdhr_91688765,2003,Heavy consumption
nhdhr_91688765,2004,Heavy consumption
nhdhr_91688765,2005,Heavy consumption
nhdhr_91688765,2006,Heavy consumption
nhdhr_91688765,2007,Heavy consumption
nhdhr_91688765,2008,Heavy consumption
nhdhr_91688765,2009,Heavy consumption
nhdhr_91688765,2010,Heavy consumption
nhdhr_91688765,2011,Heavy consumption
nhdhr_91688765,2012,Heavy consumption
nhdhr_91688765,2013,Heavy consumption
nhdhr_91688765,2014,Heavy consumption
nhdhr_91688765,2015,Heavy consumption
nhdhr_91688765,2016,Heavy consumption
nhdhr_91688765,2017,Heavy consumption
nhdhr_91688765,2018,Heavy consumption
nhdhr_91688775,1979,Low consumption
nhdhr_91688775,1980,Low consumption
nhdhr_91688775,1981,Low consumption
nhdhr_91688775,1982,Low consumption
nhdhr_91688775,1983,Heavy consumption
nhdhr_91688775,1984,Low consumption
nhdhr_91688775,1985,Low consumption
nhdhr_91688775,1986,Low consumption
nhdhr_91688775,1987,Low consumption
nhdhr_91688775,1988,Heavy consumption
nhdhr_91688775,1989,Low consumption
nhdhr_91688775,1990,Low consumption
nhdhr_91688775,1991,Low consumption
nhdhr_91688775,1992,Low consumption
nhdhr_91688775,1993,Low consumption
nhdhr_91688775,1994,Low consumption
nhdhr_91688775,1995,Low consumption
nhdhr_91688775,1996,Low consumption
nhdhr_91688775,1997,Low consumption
nhdhr_91688775,1998,Low consumption
nhdhr_91688775,1999,Low consumption
nhdhr_91688775,2000,Low consumption
nhdhr_91688775,2001,Low consumption
nhdhr_91688775,2002,Low consumption
nhdhr_91688775,2003,Low consumption
nhdhr_91688775,2004,Low consumption
nhdhr_91688775,2005,Low consumption
nhdhr_91688775,2006,Low consumption
nhdhr_91688775,2007,Heavy consumption
nhdhr_91688775,2008,Heavy consumption
nhdhr_91688775,2009,Low consumption
nhdhr_91688775,2010,Heavy consumption
nhdhr_91688775,2011,Low consumption
nhdhr_91688775,2012,Low consumption
nhdhr_91688775,2013,Low consumption
nhdhr_91688775,2014,Heavy consumption
nhdhr_91688775,2015,Low consumption
nhdhr_91688775,2016,Low consumption
nhdhr_91688775,2017,Low consumption
nhdhr_91688775,2018,Low consumption
nhdhr_91688957,1979,Heavy consumption
nhdhr_91688957,1980,Heavy consumption
nhdhr_91688957,1981,Heavy consumption
nhdhr_91688957,1982,Heavy consumption
nhdhr_91688957,1983,Heavy consumption
nhdhr_91688957,1984,Heavy consumption
nhdhr_91688957,1985,Heavy consumption
nhdhr_91688957,1986,Heavy consumption
nhdhr_91688957,1987,Heavy consumption
nhdhr_91688957,1988,Heavy consumption
nhdhr_91688957,1989,Heavy consumption
nhdhr_91688957,1990,Heavy consumption
nhdhr_91688957,1991,Heavy consumption
nhdhr_91688957,1992,Heavy consumption
nhdhr_91688957,1993,Heavy consumption
nhdhr_91688957,1994,Heavy consumption
nhdhr_91688957,1995,Heavy consumption
nhdhr_91688957,1996,Heavy consumption
nhdhr_91688957,1997,Heavy consumption
nhdhr_91688957,1998,Heavy consumption
nhdhr_91688957,1999,Heavy consumption
nhdhr_91688957,2000,Heavy consumption
nhdhr_91688957,2001,Heavy consumption
nhdhr_91688957,2002,Heavy consumption
nhdhr_91688957,2003,Heavy consumption
nhdhr_91688957,2004,Heavy consumption
nhdhr_91688957,2005,Heavy consumption
nhdhr_91688957,2006,Heavy consumption
nhdhr_91688957,2007,Heavy consumption
nhdhr_91688957,2008,Heavy consumption
nhdhr_91688957,2009,Heavy consumption
nhdhr_91688957,2010,Heavy consumption
nhdhr_91688957,2011,Heavy consumption
nhdhr_91688957,2012,Heavy consumption
nhdhr_91688957,2013,Heavy consumption
nhdhr_91688957,2014,Heavy consumption
nhdhr_91688957,2015,Heavy consumption
nhdhr_91688957,2016,Heavy consumption
nhdhr_91688957,2017,Heavy consumption
nhdhr_91688957,2018,Heavy consumption
nhdhr_91689147,1979,Heavy consumption
nhdhr_91689147,1980,Heavy consumption
nhdhr_91689147,1981,Heavy consumption
nhdhr_91689147,1982,Heavy consumption
nhdhr_91689147,1983,Heavy consumption
nhdhr_91689147,1984,Heavy consumption
nhdhr_91689147,1985,Heavy consumption
nhdhr_91689147,1986,Heavy consumption
nhdhr_91689147,1987,Heavy consumption
nhdhr_91689147,1988,Heavy consumption
nhdhr_91689147,1989,Heavy consumption
nhdhr_91689147,1990,Heavy consumption
nhdhr_91689147,1991,Heavy consumption
nhdhr_91689147,1992,Heavy consumption
nhdhr_91689147,1993,Heavy consumption
nhdhr_91689147,1994,Heavy consumption
nhdhr_91689147,1995,Heavy consumption
nhdhr_91689147,1996,Heavy consumption
nhdhr_91689147,1997,Heavy consumption
nhdhr_91689147,1998,Heavy consumption
nhdhr_91689147,1999,Heavy consumption
nhdhr_91689147,2000,Heavy consumption
nhdhr_91689147,2001,Heavy consumption
nhdhr_91689147,2002,Heavy consumption
nhdhr_91689147,2003,Heavy consumption
nhdhr_91689147,2004,Heavy consumption
nhdhr_91689147,2005,Heavy consumption
nhdhr_91689147,2006,Heavy consumption
nhdhr_91689147,2007,Heavy consumption
nhdhr_91689147,2008,Heavy consumption
nhdhr_91689147,2009,Heavy consumption
nhdhr_91689147,2010,Heavy consumption
nhdhr_91689147,2011,Heavy consumption
nhdhr_91689147,2012,Heavy consumption
nhdhr_91689147,2013,Heavy consumption
nhdhr_91689147,2014,Heavy consumption
nhdhr_91689147,2015,Heavy consumption
nhdhr_91689147,2016,Heavy consumption
nhdhr_91689147,2017,Heavy consumption
nhdhr_91689147,2018,Heavy consumption
nhdhr_91689407,1979,Heavy consumption
nhdhr_91689407,1980,Heavy consumption
nhdhr_91689407,1981,Heavy consumption
nhdhr_91689407,1982,Heavy consumption
nhdhr_91689407,1983,Heavy consumption
nhdhr_91689407,1984,Heavy consumption
nhdhr_91689407,1985,Heavy consumption
nhdhr_91689407,1986,Heavy consumption
nhdhr_91689407,1987,Heavy consumption
nhdhr_91689407,1988,Heavy consumption
nhdhr_91689407,1989,Heavy consumption
nhdhr_91689407,1990,Heavy consumption
nhdhr_91689407,1991,Heavy consumption
nhdhr_91689407,1992,Heavy consumption
nhdhr_91689407,1993,Heavy consumption
nhdhr_91689407,1994,Heavy consumption
nhdhr_91689407,1995,Heavy consumption
nhdhr_91689407,1996,Heavy consumption
nhdhr_91689407,1997,Heavy consumption
nhdhr_91689407,1998,Heavy consumption
nhdhr_91689407,1999,Heavy consumption
nhdhr_91689407,2000,Heavy consumption
nhdhr_91689407,2001,Heavy consumption
nhdhr_91689407,2002,Heavy consumption
nhdhr_91689407,2003,Heavy consumption
nhdhr_91689407,2004,Heavy consumption
nhdhr_91689407,2005,Heavy consumption
nhdhr_91689407,2006,Heavy consumption
nhdhr_91689407,2007,Heavy consumption
nhdhr_91689407,2008,Heavy consumption
nhdhr_91689407,2009,Heavy consumption
nhdhr_91689407,2010,Heavy consumption
nhdhr_91689407,2011,Heavy consumption
nhdhr_91689407,2012,Heavy consumption
nhdhr_91689407,2013,Heavy consumption
nhdhr_91689407,2014,Heavy consumption
nhdhr_91689407,2015,Heavy consumption
nhdhr_91689407,2016,Heavy consumption
nhdhr_91689407,2017,Heavy consumption
nhdhr_91689407,2018,Heavy consumption
nhdhr_91689611,1979,Low consumption
nhdhr_91689611,1980,Low consumption
nhdhr_91689611,1981,Low consumption
nhdhr_91689611,1982,Low consumption
nhdhr_91689611,1983,Low consumption
nhdhr_91689611,1984,Low consumption
nhdhr_91689611,1985,Low consumption
nhdhr_91689611,1986,Low consumption
nhdhr_91689611,1987,Low consumption
nhdhr_91689611,1988,Low consumption
nhdhr_91689611,1989,Low consumption
nhdhr_91689611,1990,Low consumption
nhdhr_91689611,1991,Low consumption
nhdhr_91689611,1992,Low consumption
nhdhr_91689611,1993,Low consumption
nhdhr_91689611,1994,Low consumption
nhdhr_91689611,1995,Low consumption
nhdhr_91689611,1996,Low consumption
nhdhr_91689611,1997,Low consumption
nhdhr_91689611,1998,Low consumption
nhdhr_91689611,1999,Low consumption
nhdhr_91689611,2000,Low consumption
nhdhr_91689611,2001,Low consumption
nhdhr_91689611,2002,Low consumption
nhdhr_91689611,2003,Low consumption
nhdhr_91689611,2004,Low consumption
nhdhr_91689611,2005,Low consumption
nhdhr_91689611,2006,Low consumption
nhdhr_91689611,2007,Low consumption
nhdhr_91689611,2008,Low consumption
nhdhr_91689611,2009,Low consumption
nhdhr_91689611,2010,Low consumption
nhdhr_91689611,2011,Low consumption
nhdhr_91689611,2012,Low consumption
nhdhr_91689611,2013,Low consumption
nhdhr_91689611,2014,Low consumption
nhdhr_91689611,2015,Low consumption
nhdhr_91689611,2016,Low consumption
nhdhr_91689611,2017,Low consumption
nhdhr_91689611,2018,Low consumption
nhdhr_91689661,1979,Heavy consumption
nhdhr_91689661,1980,Heavy consumption
nhdhr_91689661,1981,Heavy consumption
nhdhr_91689661,1982,Heavy consumption
nhdhr_91689661,1983,Heavy consumption
nhdhr_91689661,1984,Heavy consumption
nhdhr_91689661,1985,Heavy consumption
nhdhr_91689661,1986,Heavy consumption
nhdhr_91689661,1987,Heavy consumption
nhdhr_91689661,1988,Heavy consumption
nhdhr_91689661,1989,Heavy consumption
nhdhr_91689661,1990,Heavy consumption
nhdhr_91689661,1991,Heavy consumption
nhdhr_91689661,1992,Heavy consumption
nhdhr_91689661,1993,Heavy consumption
nhdhr_91689661,1994,Heavy consumption
nhdhr_91689661,1995,Heavy consumption
nhdhr_91689661,1996,Heavy consumption
nhdhr_91689661,1997,Heavy consumption
nhdhr_91689661,1998,Heavy consumption
nhdhr_91689661,1999,Heavy consumption
nhdhr_91689661,2000,Heavy consumption
nhdhr_91689661,2001,Heavy consumption
nhdhr_91689661,2002,Heavy consumption
nhdhr_91689661,2003,Heavy consumption
nhdhr_91689661,2004,Heavy consumption
nhdhr_91689661,2005,Heavy consumption
nhdhr_91689661,2006,Heavy consumption
nhdhr_91689661,2007,Heavy consumption
nhdhr_91689661,2008,Heavy consumption
nhdhr_91689661,2009,Heavy consumption
nhdhr_91689661,2010,Heavy consumption
nhdhr_91689661,2011,Heavy consumption
nhdhr_91689661,2012,Heavy consumption
nhdhr_91689661,2013,Heavy consumption
nhdhr_91689661,2014,Heavy consumption
nhdhr_91689661,2015,Heavy consumption
nhdhr_91689661,2016,Heavy consumption
nhdhr_91689661,2017,Heavy consumption
nhdhr_91689661,2018,Heavy consumption
nhdhr_91689681,1979,Heavy consumption
nhdhr_91689681,1980,Heavy consumption
nhdhr_91689681,1981,Heavy consumption
nhdhr_91689681,1982,Heavy consumption
nhdhr_91689681,1983,Heavy consumption
nhdhr_91689681,1984,Heavy consumption
nhdhr_91689681,1985,Heavy consumption
nhdhr_91689681,1986,Heavy consumption
nhdhr_91689681,1987,Heavy consumption
nhdhr_91689681,1988,Heavy consumption
nhdhr_91689681,1989,Heavy consumption
nhdhr_91689681,1990,Heavy consumption
nhdhr_91689681,1991,Heavy consumption
nhdhr_91689681,1992,Heavy consumption
nhdhr_91689681,1993,Heavy consumption
nhdhr_91689681,1994,Heavy consumption
nhdhr_91689681,1995,Heavy consumption
nhdhr_91689681,1996,Heavy consumption
nhdhr_91689681,1997,Heavy consumption
nhdhr_91689681,1998,Heavy consumption
nhdhr_91689681,1999,Heavy consumption
nhdhr_91689681,2000,Heavy consumption
nhdhr_91689681,2001,Heavy consumption
nhdhr_91689681,2002,Heavy consumption
nhdhr_91689681,2003,Heavy consumption
nhdhr_91689681,2004,Heavy consumption
nhdhr_91689681,2005,Heavy consumption
nhdhr_91689681,2006,Heavy consumption
nhdhr_91689681,2007,Heavy consumption
nhdhr_91689681,2008,Heavy consumption
nhdhr_91689681,2009,Heavy consumption
nhdhr_91689681,2010,Heavy consumption
nhdhr_91689681,2011,Heavy consumption
nhdhr_91689681,2012,Heavy consumption
nhdhr_91689681,2013,Heavy consumption
nhdhr_91689681,2014,Heavy consumption
nhdhr_91689681,2015,Heavy consumption
nhdhr_91689681,2016,Heavy consumption
nhdhr_91689681,2017,Heavy consumption
nhdhr_91689681,2018,Heavy consumption
nhdhr_91689717,1979,Low consumption
nhdhr_91689717,1980,Low consumption
nhdhr_91689717,1981,Low consumption
nhdhr_91689717,1982,Low consumption
nhdhr_91689717,1983,Low consumption
nhdhr_91689717,1984,Low consumption
nhdhr_91689717,1985,Low consumption
nhdhr_91689717,1986,Low consumption
nhdhr_91689717,1987,Low consumption
nhdhr_91689717,1988,Low consumption
nhdhr_91689717,1989,Low consumption
nhdhr_91689717,1990,Low consumption
nhdhr_91689717,1991,Low consumption
nhdhr_91689717,1992,Low consumption
nhdhr_91689717,1993,Low consumption
nhdhr_91689717,1994,Low consumption
nhdhr_91689717,1995,Low consumption
nhdhr_91689717,1996,Low consumption
nhdhr_91689717,1997,Low consumption
nhdhr_91689717,1998,Low consumption
nhdhr_91689717,1999,Low consumption
nhdhr_91689717,2000,Low consumption
nhdhr_91689717,2001,Low consumption
nhdhr_91689717,2002,Low consumption
nhdhr_91689717,2003,Low consumption
nhdhr_91689717,2004,Low consumption
nhdhr_91689717,2005,Low consumption
nhdhr_91689717,2006,Low consumption
nhdhr_91689717,2007,Low consumption
nhdhr_91689717,2008,Low consumption
nhdhr_91689717,2009,Low consumption
nhdhr_91689717,2010,Heavy consumption
nhdhr_91689717,2011,Low consumption
nhdhr_91689717,2012,Low consumption
nhdhr_91689717,2013,Low consumption
nhdhr_91689717,2014,Low consumption
nhdhr_91689717,2015,Low consumption
nhdhr_91689717,2016,Low consumption
nhdhr_91689717,2017,Low consumption
nhdhr_91689717,2018,Heavy consumption
nhdhr_91689905,1979,Heavy consumption
nhdhr_91689905,1980,Heavy consumption
nhdhr_91689905,1981,Heavy consumption
nhdhr_91689905,1982,Heavy consumption
nhdhr_91689905,1983,Heavy consumption
nhdhr_91689905,1984,Heavy consumption
nhdhr_91689905,1985,Heavy consumption
nhdhr_91689905,1986,Heavy consumption
nhdhr_91689905,1987,Heavy consumption
nhdhr_91689905,1988,Heavy consumption
nhdhr_91689905,1989,Heavy consumption
nhdhr_91689905,1990,Heavy consumption
nhdhr_91689905,1991,Heavy consumption
nhdhr_91689905,1992,Heavy consumption
nhdhr_91689905,1993,Heavy consumption
nhdhr_91689905,1994,Heavy consumption
nhdhr_91689905,1995,Heavy consumption
nhdhr_91689905,1996,Heavy consumption
nhdhr_91689905,1997,Heavy consumption
nhdhr_91689905,1998,Heavy consumption
nhdhr_91689905,1999,Heavy consumption
